0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2008 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/21/2016 15:31:05,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:00,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,sp-5500-tsoz-04,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 06:54:35,8,English,40957 MB,4094 MB,,Service Pack 1,x86 Family 6 Model 44 Stepping 2,2934,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.21.247,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-95-37-30,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,340EC70CF1F4C861EE7D7DE98F40A2C0,2810 MB,10338 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,No Status Reported.,A6F61542-2495-6322-2E8C-12692519864E
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/10/2015 14:11:29,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:03,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Disabled by Policy,12,1,No,,sp-5500-stfr-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 05:54:56,6,English,40607 MB,4095 MB,,,Intel64 Family 6 Model 44 Stepping 2,2933,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.221.157,0.0.0.0,0.0.0.0,0.0.0.0,10.185.221.129,0.0.0.0,0.0.0.0,0.0.0.0,00-0c-29-b5-de-13,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,E3D377E66D303D107CAE3244CA1FE5AE,887 MB,21437 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,Install successful.,951F4D56-13BC-3723-3A26-6F10F9B5DE13
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,,08/04/2016 16:19:27,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 02:00:00,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,ng-8629-ns1,SZI8629,LocalComputer,11/15/2016 05:39:14,2,Russian,49999 MB,4022 MB,,Service Pack 2,x86 Family 6 Model 37 Stepping 2,2793,HP     - 6040000 Ver 1.00PARTTBL,None,10.173.23.42,0.0.0.0,0.0.0.0,0.0.0.0,10.173.16.251,0.0.0.0,0.0.0.0,0.0.0.0,68-b5-99-ce-a3-58,,,,10.185.10.106,10.185.10.105,0.0.0.0,0.0.0.0,0.0.0.0,A0DEA03D37B0951F44C5E0E795193BFF,3263 MB,3135 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,Szius3,,No Status Reported.,1747BBBA-7FBA-0FA1-BA77-A10FBFBFE7FF
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2008 Standard Edition,,12.1.1000.157,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Проверка целостности хоста выключена.  Политика целостности хоста выключена администратором.,06/16/2016 10:30:05,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 4) Other,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,MR-8627-FC-INET,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,09/23/2016 06:57:19,4,Russian,153574 MB,3582 MB,,Service Pack 2,x86 Family 15 Model 4 Stepping 1,3200,HP     - 2 Default System BIOS,None,10.171.1.158,169.254.115.61,0.0.0.0,0.0.0.0,10.171.1.246,0.0.0.0,0.0.0.0,0.0.0.0,00-12-79-cf-6c-59,00-12-79-cf-6c-58,,,10.185.10.105,10.66.12.218,0.0.0.0,0.0.0.0,0.0.0.0,D19B42C97338039B3FC32AD40882DC94,1474 MB,126403 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,8627FC-INET,,No Status Reported.,
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/14/2015 15:06:47,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tway-06,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:31:21,8,English,20465 MB,5107 MB,,Service Pack 2,x86 Family 6 Model 44 Stepping 2,2933,Xen - 0 Revision: 1.138,None,10.185.221.250,0.0.0.0,0.0.0.0,0.0.0.0,10.185.221.129,0.0.0.0,0.0.0.0,0.0.0.0,42-00-51-6b-b2-ab,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,25F5EBAFEC19DC033DAD31D8B276E723,4315 MB,8978 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,Install successful.,429236B7-1620-6410-5558-78BE063F2E78
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/07/2016 11:53:55,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,Yes,The Installer component has a task to complete from install.;The Installer component has a task to complete from install.,sp-5500-tnev-a1,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 05:35:51,4,English,14998 MB,4083 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,Xen - 0 Revision: 1.138,None,10.185.21.217,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,fa-03-77-ac-12-83,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,9231A42D8577D4DBBF651162576721F9,3112 MB,4972 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,ChernyshevMG,,Files copied.,A24FD09A-3352-4332-6B15-896B780F81B8
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.1000.157,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Проверка целостности хоста выключена.  Политика целостности хоста выключена администратором.,08/08/2016 11:03:47,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 02:00:02,08/31/2016 16:29:32,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,P4108627OFF0905,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,Never,2,English,10001 MB,1021 MB,,Service Pack 2,x86 Family 6 Model 15 Stepping 2,2133,HP     - 2 Default System BIOS,None,10.171.8.5,0.0.0.0,0.0.0.0,0.0.0.0,10.171.8.248,0.0.0.0,0.0.0.0,0.0.0.0,00-1b-78-d1-59-f2,,,,10.185.10.105,10.66.12.218,0.0.0.0,0.0.0.0,0.0.0.0,A7CFD16B8555C58876C301F2EDF15FA0,317 MB,2855 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,sbs-varfolomeevaog,,No Status Reported.,
181592,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 15:47:55,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,06/15/2016 17:06:36,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 02:00:01,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,MR-8627-SRFS-12,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 05:41:48,4,English,99997 MB,8158 MB,,Service Pack 1,Intel64 Family 6 Model 45 Stepping 7,2400,FTS    - 1072009 BIOS Date: 08/10/12 12:08:57 Ver: 04.06.05,None,10.171.1.174,0.0.0.0,0.0.0.0,0.0.0.0,10.171.1.246,0.0.0.0,0.0.0.0,0.0.0.0,00-26-2d-0f-cb-30,,,,10.185.10.105,10.185.10.106,0.0.0.0,0.0.0.0,0.0.0.0,6F63C9C6D4D454A1CC0D32FE0188C29D,3642 MB,15581 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,TarasovSV,,Install successful.,86BA80CF-49CE-E111-A7E6-00262D0FCB30
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.1000.157,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Проверка целостности хоста выключена.  Политика целостности хоста выключена администратором.,08/08/2016 11:42:49,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 02:00:00,08/31/2016 16:25:13,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,SZB-WOD-0000175,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/11/2016 04:47:21,2,English,152625 MB,2038 MB,,Service Pack 2,x86 Family 6 Model 23 Stepping 10,2500,KRFTWY - 20100812 Default System BIOS,None,10.171.1.83,0.0.0.0,0.0.0.0,0.0.0.0,10.171.1.246,0.0.0.0,0.0.0.0,0.0.0.0,6c-62-6d-0d-dd-48,,,,10.185.10.105,10.66.12.218,55.165.1.31,55.165.1.33,0.0.0.0,C397B3BEA5EC39084501A89383B0394B,1110 MB,135163 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,8627DEF,,No Status Reported.,
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/07/2015 10:05:39,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-TVGR-55,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 06:14:47,8,English,14998 MB,4987 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2528,Xen - 0 Revision: 1.138,None,10.185.21.63,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,1a-65-e3-fe-62-3f,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,A332A3B28D06B59157E91DB97D9821AE,4324 MB,5290 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,Install successful.,F445E02F-D8D9-EA2E-21FA-4F56B21283E8
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2008 Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,01/04/2016 13:42:43,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 02:00:00,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,kr-8628-alcor,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 06:54:14,4,English,566618 MB,8157 MB,,Service Pack 2,x86 Family 6 Model 45 Stepping 7,2400,FTS    - 1072009 BIOS Date: 08/10/12 12:08:57 Ver: 04.06.05,None,10.155.100.30,0.0.0.0,0.0.0.0,0.0.0.0,10.155.100.253,0.0.0.0,0.0.0.0,0.0.0.0,00-26-2d-0f-cc-5e,,,,10.185.10.106,10.66.12.218,55.164.100.33,55.164.100.31,0.0.0.0,9272D23EFCEDD6589D6AD11D6749BA09,6932 MB,332120 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,8628SergeevAV-s,,Install successful.,09F4BBE4-A5CE-E111-B8D4-00262D0FCC5E
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/23/2015 10:22:27,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:00,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tvcc-02,hq.szb.sbrf.ru,LocalComputer,11/15/2016 05:14:20,8,English,20465 MB,16371 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,Xen - 0 Revision: 1.138,None,10.185.21.42,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,3a-2f-4d-a3-e5-3a,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,C1B8640A0C7BE3032F0A1A27FF827DA6,15460 MB,8691 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,TSAdmin,,Install successful.,D3C378FC-AC49-03B7-B3F2-6B5DEF009B51
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,                                ,,                                ,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/03/2016 17:46:05,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,NG-8629-AVSR-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:09:26,8,English,286070 MB,8182 MB,,Service Pack 1,Intel64 Family 6 Model 26 Stepping 5,2000,HP     - 20100816 Default System BIOS,None,10.173.22.142,0.0.0.0,0.0.0.0,0.0.0.0,10.173.16.251,0.0.0.0,0.0.0.0,0.0.0.0,1c-c1-de-04-34-e0,,,,10.185.10.106,10.185.10.105,55.163.22.33,55.163.5.31,0.0.0.0,BA3A231A7F84C87168B00E14E89FA339,3999 MB,236835 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,SVC-8629-Kasp,,Install successful.,013BB92E-8EFE-D511-B941-1CC1DE7A66D4
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/18/2015 18:21:49,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:00,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tnev-a2,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 06:10:16,4,English,14998 MB,4083 MB,,Service Pack 2,x86 Family 6 Model 44 Stepping 2,2933,Xen - 0 Revision: 1.138,None,10.185.221.252,0.0.0.0,0.0.0.0,0.0.0.0,10.185.221.129,0.0.0.0,0.0.0.0,0.0.0.0,9e-53-6b-a7-0b-2a,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,072BCC81724DBFECBD6586A6A9FB0EAB,3225 MB,6813 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,Install successful.,580D00FD-0538-91ED-4508-9F29215808A1
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2008 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,06/01/2016 16:26:57,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:04,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tvub-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:30:37,8,English,40957 MB,4094 MB,,Service Pack 1,x86 Family 6 Model 26 Stepping 5,2400,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.21.236,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-a3-f5-ad,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,AF90AAA2879163321A2A0C0902BEAAE0,2128 MB,19491 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,chtadmin,,No Status Reported.,7F7B2342-DBA7-7CFB-6B54-F07B8C536BF9
181592,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 15:47:55,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,,08/15/2016 14:09:05,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,Never,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,MR-8627-TPTK-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,10/26/2016 06:03:39,4,English,34719 MB,6079 MB,MR-8627-TPTK-01,Service Pack 2,x86 Family 6 Model 44 Stepping 2,2933,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.21.138,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-95-2a-aa,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,7B4AEBA0DC581191292861A518F75951,4158 MB,15814 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,ChernyshevMG,,No Status Reported.,20971542-8C79-414F-BC0B-4CF86D564006
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,03/09/2016 12:33:36,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 01:00:00,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Disabled by Policy,12,1,No,,sp-5500-skud-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 05:10:52,4,English,102047 MB,6143 MB,,,Intel64 Family 6 Model 44 Stepping 2,2933,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.221.202,0.0.0.0,0.0.0.0,0.0.0.0,10.185.221.129,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-95-6b-c1,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,629EFD5FCFFC7B0FA67E4D487D66E9D3,4502 MB,90572 MB,-240,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,Bobrov-DK,,Install successful.,2D731542-2779-2556-186F-D4D94CCACC1B
0,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 14:48:33,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.7004.6500,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,06/17/2016 09:48:03,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-tsxb-50,hq.szb.sbrf.ru,LocalComputer,11/15/2016 05:49:23,8,English,20479 MB,4095 MB,,Service Pack 2,x86 Family 6 Model 26 Stepping 5,2400,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.185.21.50,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.251,0.0.0.0,0.0.0.0,0.0.0.0,00-50-56-95-6b-cd,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,55.201.31.49,B944DE8A260AC2DDA025DBAA02CEBC80,3412 MB,8703 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,TSAdmin,,Install successful.,5A231542-F7B8-F321-117E-B934BE7CD0EF
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,,08/04/2016 13:41:16,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/12/2016 02:00:03,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,12,1,No,,NG-8629-SLOG-01,WORKGROUP,LocalComputer,11/15/2016 06:01:52,2,English,152586 MB,8119 MB,,Service Pack 1,Intel64 Family 6 Model 37 Stepping 5,2793,HP     - 6040000 Ver 1.00PARTTBL,None,55.163.22.254,0.0.0.0,0.0.0.0,0.0.0.0,55.163.16.251,0.0.0.0,0.0.0.0,0.0.0.0,2c-41-38-88-08-40,,,,10.185.10.106,10.185.10.105,0.0.0.0,0.0.0.0,0.0.0.0,85303887F2A91A6F84353660F45FCC97,4723 MB,124847 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,Dispenser2,,No Status Reported.,088AC644-AA44-1470-44AA-701449CB2AFF
0,2016-11-07,8,2016-11-07 rev. 008,11/13/2016 02:25:21,11/15/2016 16:50:25,Symantec Endpoint Protection,Windows Server 2003 family Enterprise Edition,,12.1.5337.5000,12.1.7004,5263-10/06/2016 12:52:33 388,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/23/2015 10:25:54,Enabled,11/15/2016 16:50:25,SZB-TF2,,,,,,,,,,,Enabled,No,No detections,11/12/2016 02:00:02,Never,Yes,Enabled,Disabled by Policy - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,Yes,The Installer component has a task to complete from install.;The Installer component has a task to complete from install.,sp-5500-tvsv-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 05:00:53,8,English,20465 MB,12275 MB,,Service Pack 2,x86 Family 6 Model 44 Stepping 2,2933,Xen - 0 Revision: 1.138,None,10.185.221.185,0.0.0.0,0.0.0.0,0.0.0.0,10.185.21.129,0.0.0.0,0.0.0.0,0.0.0.0,e2-1a-ee-83-39-d2,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,660FD7B6B81227960E6EBFF7343C7620,11218 MB,5395 MB,-180,Not installed,Sp-5500-tsym-02,My Company\Default Group,Default,klimadmin,,Files copied.,D0451EDD-E8EB-9CB7-7776-6DFB30BFEC2C
